Model,Scenario,Region,Variable,Unit,2015,2019,2020,2030,2040,2050,2060,2070,2080,2090,2100
Current policies,Max|Harmonized|MESSAGEix-GLOBIOM_1.1_EN_NPi kyoto extended|nz_all_GHG|cert_allconf_0.1,R10INDIA+,Emissions|CH4,Mt CH4/yr,45.62749372,47.65268416,47.65691389,56.01661103,47.62052898,38.20452474,34.37925617,32.98661303,30.85531538,28.65645926,25.36937448
Current policies,Max|Harmonized|MESSAGEix-GLOBIOM_1.1_EN_NPi kyoto extended|nz_all_GHG|cert_allconf_0.1,R10INDIA+,Emissions|CO2|AFOLU,Mt CO2/yr,47.32163333,42.74123333,41.59613333,20.94419979,-19.18788843,-69.69097901,-111.4052172,-135.3146734,-155.3661154,-198.9605374,-218.968985
Current policies,Max|Harmonized|MESSAGEix-GLOBIOM_1.1_EN_NPi kyoto extended|nz_all_GHG|cert_allconf_0.1,R10INDIA+,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,2601.667772,3028.781175,3106.417324,3786.769278,3680.878037,2838.071491,2268.18391,2188.499302,2707.97147,3204.253986,3646.926065
Current policies,Max|Harmonized|MESSAGEix-GLOBIOM_1.1_EN_NPi kyoto extended|nz_all_GHG|cert_allconf_0.1,R10INDIA+,Emissions|F-Gases,Mt CO2-equiv/yr,51.45803615,59.11679172,62.91613989,51.0123534,38.76507926,32.17642504,41.41303081,55.44059173,71.41832296,87.84468148,99.56302983
Current policies,Max|Harmonized|MESSAGEix-GLOBIOM_1.1_EN_NPi kyoto extended|nz_all_GHG|cert_allconf_0.1,R10INDIA+,Emissions|N2O,kt N2O/yr,1185.266435,1280.076217,1289.286164,1565.04834,1684.067379,1678.017939,1757.403423,1683.198942,1305.703837,1221.274772,1098.842778
Current policies,Max|Harmonized|MESSAGEix-GLOBIOM_1.1_EN_NPi kyoto extended|nz_all_GHG|cert_allconf_0.1,R10LATIN_AM,Emissions|CH4,Mt CH4/yr,50.02191991,50.843477,51.2942257,50.74953757,37.86482573,26.5950448,20.74414755,19.01692824,17.92907953,16.9854249,15.56165152
Current policies,Max|Harmonized|MESSAGEix-GLOBIOM_1.1_EN_NPi kyoto extended|nz_all_GHG|cert_allconf_0.1,R10LATIN_AM,Emissions|CO2|AFOLU,Mt CO2/yr,-56.89156667,-103.8526872,-110.6636474,1708.178748,-87.62712583,-557.0099696,-918.3680816,-1208.865261,-1542.434312,-1713.52482,-1832.761583
Current policies,Max|Harmonized|MESSAGEix-GLOBIOM_1.1_EN_NPi kyoto extended|nz_all_GHG|cert_allconf_0.1,R10LATIN_AM,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,1913.515073,1803.358329,1819.851738,2544.842992,2199.51648,1353.656839,785.4815396,385.7965832,112.6221183,211.7512593,599.9692357
Current policies,Max|Harmonized|MESSAGEix-GLOBIOM_1.1_EN_NPi kyoto extended|nz_all_GHG|cert_allconf_0.1,R10LATIN_AM,Emissions|F-Gases,Mt CO2-equiv/yr,7.606846001,8.391016233,8.916354865,10.24748957,9.398206618,40.27368989,44.60387468,51.70978616,58.1754699,63.02474721,67.0695633
Current policies,Max|Harmonized|MESSAGEix-GLOBIOM_1.1_EN_NPi kyoto extended|nz_all_GHG|cert_allconf_0.1,R10LATIN_AM,Emissions|N2O,kt N2O/yr,1568.872142,1627.806267,1642.603854,1607.349941,1441.559541,1197.276818,1088.338698,1058.55831,1054.893799,1047.187649,1002.904469
Current policies,Max|Harmonized|MESSAGEix-GLOBIOM_1.1_EN_NPi kyoto extended|nz_all_GHG|cert_allconf_0.1,R10MIDDLE_EAST,Emissions|CH4,Mt CH4/yr,24.90879503,28.99523788,29.63259346,31.15249951,21.255255,13.62122156,12.01802459,11.26181191,10.47229836,9.495942662,8.464377428
Current policies,Max|Harmonized|MESSAGEix-GLOBIOM_1.1_EN_NPi kyoto extended|nz_all_GHG|cert_allconf_0.1,R10MIDDLE_EAST,Emissions|CO2|AFOLU,Mt CO2/yr,15.8686,13.14676,12.4663,-0.354861738,-4.00449119,-6.421947079,-9.325660552,-9.587664749,-9.315892253,-16.75902939,-13.83944408
Current policies,Max|Harmonized|MESSAGEix-GLOBIOM_1.1_EN_NPi kyoto extended|nz_all_GHG|cert_allconf_0.1,R10MIDDLE_EAST,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,2157.074167,2271.110425,2295.16352,3683.270943,3743.290672,3087.18772,2288.741291,1950.002608,2119.580708,2197.60525,2268.100578
Current policies,Max|Harmonized|MESSAGEix-GLOBIOM_1.1_EN_NPi kyoto extended|nz_all_GHG|cert_allconf_0.1,R10MIDDLE_EAST,Emissions|F-Gases,Mt CO2-equiv/yr,58.50980995,67.73666608,70.08924366,60.12030948,42.97290747,35.48068457,41.3198763,51.09087302,61.72734195,67.99594709,72.80813297
Current policies,Max|Harmonized|MESSAGEix-GLOBIOM_1.1_EN_NPi kyoto extended|nz_all_GHG|cert_allconf_0.1,R10MIDDLE_EAST,Emissions|N2O,kt N2O/yr,208.6637182,224.3690433,227.7527361,298.4731785,348.3028071,387.3784383,363.853033,349.4263944,328.4208889,307.2023764,277.7196385
Current policies,Max|Harmonized|MESSAGEix-GLOBIOM_1.1_EN_NPi kyoto extended|nz_all_GHG|cert_allconf_0.1,R10NORTH_AM,Emissions|CH4,Mt CH4/yr,29.74687533,30.57792476,30.37469959,28.61995052,18.922995,10.52680101,9.536223653,9.716259818,9.839263022,9.643258186,9.156170042
Current policies,Max|Harmonized|MESSAGEix-GLOBIOM_1.1_EN_NPi kyoto extended|nz_all_GHG|cert_allconf_0.1,R10NORTH_AM,Emissions|CO2|AFOLU,Mt CO2/yr,221.2411667,214.5528733,212.8808,63.64820507,-134.0351727,-233.2800134,-349.9570595,-462.5200274,-477.3585494,-449.8145341,-366.1386286
Current policies,Max|Harmonized|MESSAGEix-GLOBIOM_1.1_EN_NPi kyoto extended|nz_all_GHG|cert_allconf_0.1,R10NORTH_AM,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,5961.410698,5837.487004,5833.975994,6783.769203,4889.146731,2863.705116,1748.521497,1220.395899,1165.926747,1218.953402,1364.862649
Current policies,Max|Harmonized|MESSAGEix-GLOBIOM_1.1_EN_NPi kyoto extended|nz_all_GHG|cert_allconf_0.1,R10NORTH_AM,Emissions|F-Gases,Mt CO2-equiv/yr,218.5325912,220.9213774,224.4890529,206.6848347,121.0098282,168.0626923,162.2156441,165.4734969,166.5939339,165.5140441,161.2227334
Current policies,Max|Harmonized|MESSAGEix-GLOBIOM_1.1_EN_NPi kyoto extended|nz_all_GHG|cert_allconf_0.1,R10NORTH_AM,Emissions|N2O,kt N2O/yr,1166.897466,1192.707486,1203.584642,1235.511971,1089.006226,855.8167065,751.1058122,738.7112432,724.9419404,722.7307487,731.3041679
Current policies,Max|Harmonized|MESSAGEix-GLOBIOM_1.1_EN_NPi kyoto extended|nz_all_GHG|cert_allconf_0.1,R10PAC_OECD,Emissions|CH4,Mt CH4/yr,8.383889319,8.002120064,8.053473151,8.461143618,6.464718331,4.806771533,4.356494915,4.349382338,4.394164661,4.471854047,4.441861542
Current policies,Max|Harmonized|MESSAGEix-GLOBIOM_1.1_EN_NPi kyoto extended|nz_all_GHG|cert_allconf_0.1,R10PAC_OECD,Emissions|CO2|AFOLU,Mt CO2/yr,114.0241667,125.0555533,127.8134,65.07529514,-44.07047878,-105.0503168,-133.5913041,-169.2028588,-206.3578749,-224.1856399,-236.8967048
Current policies,Max|Harmonized|MESSAGEix-GLOBIOM_1.1_EN_NPi kyoto extended|nz_all_GHG|cert_allconf_0.1,R10PAC_OECD,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,1731.372646,1646.917972,1632.744811,1685.543475,1119.108383,632.7640125,401.1099598,297.7069576,289.5742432,272.0720729,292.201085
Current policies,Max|Harmonized|MESSAGEix-GLOBIOM_1.1_EN_NPi kyoto extended|nz_all_GHG|cert_allconf_0.1,R10PAC_OECD,Emissions|F-Gases,Mt CO2-equiv/yr,14.48408272,14.67332631,15.15444212,10.56164862,6.940247462,20.18411735,19.36974287,19.59783161,19.7262057,19.55395943,19.03670861
Current policies,Max|Harmonized|MESSAGEix-GLOBIOM_1.1_EN_NPi kyoto extended|nz_all_GHG|cert_allconf_0.1,R10PAC_OECD,Emissions|N2O,kt N2O/yr,288.5660937,288.015104,289.2695599,292.8373686,267.444094,233.4022457,213.2842205,203.8012768,190.9227785,182.4381729,173.1933171
Current policies,Max|Harmonized|MESSAGEix-GLOBIOM_1.1_EN_NPi kyoto extended|nz_all_GHG|cert_allconf_0.1,R10REF_ECON,Emissions|CH4,Mt CH4/yr,25.29448185,26.46132591,26.45203908,23.96477228,17.63677274,13.22154269,9.784515185,9.432641851,9.265457342,9.509426442,8.662782786
Current policies,Max|Harmonized|MESSAGEix-GLOBIOM_1.1_EN_NPi kyoto extended|nz_all_GHG|cert_allconf_0.1,R10REF_ECON,Emissions|CO2|AFOLU,Mt CO2/yr,58.07486667,41.99286667,37.97236667,-34.61369299,-121.0154873,-192.6749605,-269.0201396,-334.7142111,-390.0158077,-415.8634368,-427.0589416
Current policies,Max|Harmonized|MESSAGEix-GLOBIOM_1.1_EN_NPi kyoto extended|nz_all_GHG|cert_allconf_0.1,R10REF_ECON,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,2486.12406,2554.344162,2514.045463,2525.866302,1942.099526,1342.143468,907.8376181,733.1763346,740.0775931,779.1592731,912.2163317
Current policies,Max|Harmonized|MESSAGEix-GLOBIOM_1.1_EN_NPi kyoto extended|nz_all_GHG|cert_allconf_0.1,R10REF_ECON,Emissions|F-Gases,Mt CO2-equiv/yr,67.35192248,69.42633116,72.1840619,46.22260639,28.64705392,21.22919918,21.28435963,22.79743428,23.86131717,24.60460226,24.99226105
Current policies,Max|Harmonized|MESSAGEix-GLOBIOM_1.1_EN_NPi kyoto extended|nz_all_GHG|cert_allconf_0.1,R10REF_ECON,Emissions|N2O,kt N2O/yr,498.2890601,519.8793456,526.6234404,522.4181675,464.2127927,387.6689766,367.8690299,365.1649567,359.1895893,360.4719533,352.0543758
Current policies,Max|Harmonized|MESSAGEix-GLOBIOM_1.1_EN_NPi kyoto extended|nz_all_GHG|cert_allconf_0.1,R10REST_ASIA,Emissions|CH4,Mt CH4/yr,33.03995247,35.43352119,35.59866493,36.07866271,27.42741319,20.1885484,16.66607053,15.41277668,14.2576857,12.33091084,10.13045834
Current policies,Max|Harmonized|MESSAGEix-GLOBIOM_1.1_EN_NPi kyoto extended|nz_all_GHG|cert_allconf_0.1,R10REST_ASIA,Emissions|CO2|AFOLU,Mt CO2/yr,1335.7344,1265.773227,1248.282933,806.2690441,542.1059421,276.9080564,122.9644295,45.56419046,-148.2599969,-396.2544138,-581.2987931
Current policies,Max|Harmonized|MESSAGEix-GLOBIOM_1.1_EN_NPi kyoto extended|nz_all_GHG|cert_allconf_0.1,R10REST_ASIA,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,1540.161412,1895.424337,1943.358486,2631.872961,2363.817527,1744.742785,1209.55162,1024.878078,1114.71601,1236.03528,1345.550527
Current policies,Max|Harmonized|MESSAGEix-GLOBIOM_1.1_EN_NPi kyoto extended|nz_all_GHG|cert_allconf_0.1,R10REST_ASIA,Emissions|F-Gases,Mt CO2-equiv/yr,26.72266811,28.14222807,30.1900157,31.03376292,27.1301301,49.68441767,54.59884645,62.43288536,68.82325465,73.43074395,76.83446295
Current policies,Max|Harmonized|MESSAGEix-GLOBIOM_1.1_EN_NPi kyoto extended|nz_all_GHG|cert_allconf_0.1,R10REST_ASIA,Emissions|N2O,kt N2O/yr,622.1289983,659.260999,665.3686434,794.9045982,840.4288937,776.6395954,721.9737864,707.3741678,691.1628711,675.4972285,639.9907433
Current policies,Max|Harmonized|MESSAGEix-GLOBIOM_1.1_EN_NPi kyoto extended|nz_all_GHG|cert_strongerconf_0.1,R10AFRICA,Emissions|CH4,Mt CH4/yr,48.34667512,51.26694883,51.94188931,47.8434811,42.41776553,38.10818219,38.34819391,36.50229541,31.56879827,24.55949588,20.51075878
Current policies,Max|Harmonized|MESSAGEix-GLOBIOM_1.1_EN_NPi kyoto extended|nz_all_GHG|cert_strongerconf_0.1,R10AFRICA,Emissions|CO2|AFOLU,Mt CO2/yr,1566.0931,1523.76686,1513.1853,727.3433861,480.1950696,247.9524703,16.196222,-464.9972858,-813.6221909,-880.4633782,-844.9211259
Current policies,Max|Harmonized|MESSAGEix-GLOBIOM_1.1_EN_NPi kyoto extended|nz_all_GHG|cert_strongerconf_0.1,R10AFRICA,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,1402.728636,1542.556547,1585.772596,1666.891829,1827.912301,2206.666274,3122.253337,3841.208711,5711.515472,8088.176549,10146.30069
Current policies,Max|Harmonized|MESSAGEix-GLOBIOM_1.1_EN_NPi kyoto extended|nz_all_GHG|cert_strongerconf_0.1,R10AFRICA,Emissions|F-Gases,Mt CO2-equiv/yr,32.489317,37.8589444,40.81142903,41.58612332,38.58077443,28.62163674,39.88573175,57.09546042,75.456204,101.1759261,132.4353431
Current policies,Max|Harmonized|MESSAGEix-GLOBIOM_1.1_EN_NPi kyoto extended|nz_all_GHG|cert_strongerconf_0.1,R10AFRICA,Emissions|N2O,kt N2O/yr,1083.894496,1172.18942,1180.746267,1109.455598,1031.1026,944.5090781,921.8098224,923.0710298,904.4023999,827.2478733,782.1702103
Current policies,Max|Harmonized|MESSAGEix-GLOBIOM_1.1_EN_NPi kyoto extended|nz_all_GHG|cert_strongerconf_0.1,R10CHINA+,Emissions|CH4,Mt CH4/yr,71.39241731,71.92921571,72.15392476,51.07990712,41.1520356,34.72056539,28.66180601,23.89226701,19.14584605,14.29214199,10.91449662
Current policies,Max|Harmonized|MESSAGEix-GLOBIOM_1.1_EN_NPi kyoto extended|nz_all_GHG|cert_strongerconf_0.1,R10CHINA+,Emissions|CO2|AFOLU,Mt CO2/yr,142.2736333,119.7605933,114.1323333,-172.508742,-344.148637,-480.7254181,-582.5093363,-664.7809213,-697.9376603,-682.5734214,-646.3722814
Current policies,Max|Harmonized|MESSAGEix-GLOBIOM_1.1_EN_NPi kyoto extended|nz_all_GHG|cert_strongerconf_0.1,R10CHINA+,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,12108.61966,13030.59674,13178.75697,11766.16047,11001.6282,10623.58525,10995.06594,10902.00431,10728.19415,10138.76854,9072.934103
Current policies,Max|Harmonized|MESSAGEix-GLOBIOM_1.1_EN_NPi kyoto extended|nz_all_GHG|cert_strongerconf_0.1,R10CHINA+,Emissions|F-Gases,Mt CO2-equiv/yr,617.9365677,780.1023214,850.8841139,1086.71487,946.9697356,764.2306851,751.2293417,716.5598915,607.5105657,536.6142427,480.7288348
Current policies,Max|Harmonized|MESSAGEix-GLOBIOM_1.1_EN_NPi kyoto extended|nz_all_GHG|cert_strongerconf_0.1,R10CHINA+,Emissions|N2O,kt N2O/yr,1648.865664,1566.115668,1581.938474,1628.830329,1611.685893,1508.925155,1302.937919,1164.444736,998.7732595,836.27546,734.3951243
Current policies,Max|Harmonized|MESSAGEix-GLOBIOM_1.1_EN_NPi kyoto extended|nz_all_GHG|cert_strongerconf_0.1,R10EUROPE,Emissions|CH4,Mt CH4/yr,28.94879145,28.05435629,27.88230249,27.86272028,23.3902705,15.84895931,15.48422702,14.53308807,12.84967924,10.50354376,8.972000438
Current policies,Max|Harmonized|MESSAGEix-GLOBIOM_1.1_EN_NPi kyoto extended|nz_all_GHG|cert_strongerconf_0.1,R10EUROPE,Emissions|CO2|AFOLU,Mt CO2/yr,73.7,68.07152,66.6644,-10.21720665,-68.93716933,-138.0343786,-201.4419107,-304.2948754,-387.722956,-411.4313372,-406.1025841
Current policies,Max|Harmonized|MESSAGEix-GLOBIOM_1.1_EN_NPi kyoto extended|nz_all_GHG|cert_strongerconf_0.1,R10EUROPE,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,4341.540826,4160.873241,4017.606533,4966.000541,4549.619593,4630.38373,4984.828028,5250.190871,5669.357711,5658.462817,5560.253409
Current policies,Max|Harmonized|MESSAGEix-GLOBIOM_1.1_EN_NPi kyoto extended|nz_all_GHG|cert_strongerconf_0.1,R10EUROPE,Emissions|F-Gases,Mt CO2-equiv/yr,42.60832966,48.10623996,46.28396346,25.87519522,19.21782731,40.0596203,40.46470095,42.31970799,39.87013131,39.65723126,39.6821226
Current policies,Max|Harmonized|MESSAGEix-GLOBIOM_1.1_EN_NPi kyoto extended|nz_all_GHG|cert_strongerconf_0.1,R10EUROPE,Emissions|N2O,kt N2O/yr,1214.246294,1208.60344,1215.728862,1252.122186,1174.074187,1058.109395,979.4152476,936.9444704,852.9787973,745.1861885,670.9028322
Current policies,Max|Harmonized|MESSAGEix-GLOBIOM_1.1_EN_NPi kyoto extended|nz_all_GHG|cert_strongerconf_0.1,R10INDIA+,Emissions|CH4,Mt CH4/yr,45.62749372,47.65268416,47.65691389,56.01661103,56.49869193,53.49454417,49.85958706,44.67929008,36.1086943,27.35953744,21.49068011
Current policies,Max|Harmonized|MESSAGEix-GLOBIOM_1.1_EN_NPi kyoto extended|nz_all_GHG|cert_strongerconf_0.1,R10INDIA+,Emissions|CO2|AFOLU,Mt CO2/yr,47.32163333,42.74123333,41.59613333,20.94419979,-10.2993822,-41.36051357,-75.51679792,-103.8152379,-141.5452324,-202.2945416,-250.591178
Current policies,Max|Harmonized|MESSAGEix-GLOBIOM_1.1_EN_NPi kyoto extended|nz_all_GHG|cert_strongerconf_0.1,R10INDIA+,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,2601.667772,3028.781175,3106.417324,3786.769278,4842.762526,6023.559015,7837.737176,9842.774946,12057.58939,13660.11393,14096.07692
Current policies,Max|Harmonized|MESSAGEix-GLOBIOM_1.1_EN_NPi kyoto extended|nz_all_GHG|cert_strongerconf_0.1,R10INDIA+,Emissions|F-Gases,Mt CO2-equiv/yr,51.45803615,59.11679172,62.91613989,51.0123534,47.05198677,36.76530898,49.41672672,65.28748365,74.78637493,86.88711751,95.19235404
Current policies,Max|Harmonized|MESSAGEix-GLOBIOM_1.1_EN_NPi kyoto extended|nz_all_GHG|cert_strongerconf_0.1,R10INDIA+,Emissions|N2O,kt N2O/yr,1185.266435,1280.076217,1289.286164,1565.04834,1798.098841,1979.368246,2079.713381,1955.228847,1426.496894,1196.759264,1032.646842
Current policies,Max|Harmonized|MESSAGEix-GLOBIOM_1.1_EN_NPi kyoto extended|nz_all_GHG|cert_strongerconf_0.1,R10LATIN_AM,Emissions|CH4,Mt CH4/yr,50.02191991,50.843477,51.2942257,50.74953757,44.92417807,37.23877756,30.08484609,25.75780825,20.98165726,16.21670578,13.18244859
Current policies,Max|Harmonized|MESSAGEix-GLOBIOM_1.1_EN_NPi kyoto extended|nz_all_GHG|cert_strongerconf_0.1,R10LATIN_AM,Emissions|CO2|AFOLU,Mt CO2/yr,-56.89156667,-103.8526872,-110.6636474,1708.178748,1384.81251,562.2567944,-284.5247069,-732.0830075,-1208.286232,-1765.101652,-1991.343763
Current policies,Max|Harmonized|MESSAGEix-GLOBIOM_1.1_EN_NPi kyoto extended|nz_all_GHG|cert_strongerconf_0.1,R10LATIN_AM,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,1913.515073,1803.358329,1819.851738,2544.842992,2893.803021,2873.018486,2714.241044,1735.120016,501.4643891,902.7206767,2318.997519
Current policies,Max|Harmonized|MESSAGEix-GLOBIOM_1.1_EN_NPi kyoto extended|nz_all_GHG|cert_strongerconf_0.1,R10LATIN_AM,Emissions|F-Gases,Mt CO2-equiv/yr,7.606846001,8.391016233,8.916354865,10.24748957,11.40728465,46.0173761,53.22424953,60.89404375,60.91899563,62.33773661,64.12530461
Current policies,Max|Harmonized|MESSAGEix-GLOBIOM_1.1_EN_NPi kyoto extended|nz_all_GHG|cert_strongerconf_0.1,R10LATIN_AM,Emissions|N2O,kt N2O/yr,1568.872142,1627.806267,1642.603854,1607.349941,1539.170328,1412.292242,1287.94136,1229.637027,1152.483959,1026.166714,942.4880006
Current policies,Max|Harmonized|MESSAGEix-GLOBIOM_1.1_EN_NPi kyoto extended|nz_all_GHG|cert_strongerconf_0.1,R10MIDDLE_EAST,Emissions|CH4,Mt CH4/yr,24.90879503,28.99523788,29.63259346,31.15249951,25.21799169,19.07263715,17.42951449,15.25375645,12.2552959,9.066179337,7.170268538
Current policies,Max|Harmonized|MESSAGEix-GLOBIOM_1.1_EN_NPi kyoto extended|nz_all_GHG|cert_strongerconf_0.1,R10MIDDLE_EAST,Emissions|CO2|AFOLU,Mt CO2/yr,15.8686,13.14676,12.4663,-0.354861738,-3.975413567,-5.162071143,-6.487888177,-6.976598581,-8.43100648,-17.18475528,-15.79646544
Current policies,Max|Harmonized|MESSAGEix-GLOBIOM_1.1_EN_NPi kyoto extended|nz_all_GHG|cert_strongerconf_0.1,R10MIDDLE_EAST,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,2157.074167,2271.110425,2295.16352,3683.270943,4924.875969,6552.286467,7908.773457,8770.136135,9437.704251,9368.651239,8766.648858
Current policies,Max|Harmonized|MESSAGEix-GLOBIOM_1.1_EN_NPi kyoto extended|nz_all_GHG|cert_strongerconf_0.1,R10MIDDLE_EAST,Emissions|F-Gases,Mt CO2-equiv/yr,58.50980995,67.73666608,70.08924366,60.12030948,52.1593329,40.54080991,49.30556869,60.16520446,64.63837216,67.25474719,69.6119592
Current policies,Max|Harmonized|MESSAGEix-GLOBIOM_1.1_EN_NPi kyoto extended|nz_all_GHG|cert_strongerconf_0.1,R10MIDDLE_EAST,Emissions|N2O,kt N2O/yr,208.6637182,224.3690433,227.7527361,298.4731785,371.8870644,456.946593,430.5841285,405.8988805,358.8037077,301.035687,260.9893911
Current policies,Max|Harmonized|MESSAGEix-GLOBIOM_1.1_EN_NPi kyoto extended|nz_all_GHG|cert_strongerconf_0.1,R10NORTH_AM,Emissions|CH4,Mt CH4/yr,29.74687533,30.57792476,30.37469959,28.61995052,22.45091535,14.73978345,13.83020537,13.16035661,11.51448093,9.206827718,7.756293778
Current policies,Max|Harmonized|MESSAGEix-GLOBIOM_1.1_EN_NPi kyoto extended|nz_all_GHG|cert_strongerconf_0.1,R10NORTH_AM,Emissions|CO2|AFOLU,Mt CO2/yr,221.2411667,214.5528733,212.8808,63.64820507,-71.4299187,-180.4053003,-274.9595355,-359.058632,-450.552188,-449.1574302,-364.6940452
Current policies,Max|Harmonized|MESSAGEix-GLOBIOM_1.1_EN_NPi kyoto extended|nz_all_GHG|cert_strongerconf_0.1,R10NORTH_AM,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,5961.410698,5837.487004,5833.975994,6783.769203,6432.426267,6077.964146,6042.037367,5488.730184,5191.437992,5196.542603,5275.458989
Current policies,Max|Harmonized|MESSAGEix-GLOBIOM_1.1_EN_NPi kyoto extended|nz_all_GHG|cert_strongerconf_0.1,R10NORTH_AM,Emissions|F-Gases,Mt CO2-equiv/yr,218.5325912,220.9213774,224.4890529,206.6848347,146.8784005,192.0311782,193.566276,194.8635086,174.4504196,163.7098337,154.1452841
Current policies,Max|Harmonized|MESSAGEix-GLOBIOM_1.1_EN_NPi kyoto extended|nz_all_GHG|cert_strongerconf_0.1,R10NORTH_AM,Emissions|N2O,kt N2O/yr,1166.897466,1192.707486,1203.584642,1235.511971,1162.744945,1009.510312,888.8595456,858.0979326,792.007649,708.2228659,687.2493084
Current policies,Max|Harmonized|MESSAGEix-GLOBIOM_1.1_EN_NPi kyoto extended|nz_all_GHG|cert_strongerconf_0.1,R10PAC_OECD,Emissions|CH4,Mt CH4/yr,8.383889319,8.002120064,8.053473151,8.461143618,7.669972115,6.730513042,6.31814244,5.891096335,5.142308432,4.269468783,3.762750461
Current policies,Max|Harmonized|MESSAGEix-GLOBIOM_1.1_EN_NPi kyoto extended|nz_all_GHG|cert_strongerconf_0.1,R10PAC_OECD,Emissions|CO2|AFOLU,Mt CO2/yr,114.0241667,125.0555533,127.8134,65.07529514,-19.83152388,-66.72630995,-112.4112773,-162.1767071,-205.4824537,-224.1921431,-243.8873493
Current policies,Max|Harmonized|MESSAGEix-GLOBIOM_1.1_EN_NPi kyoto extended|nz_all_GHG|cert_strongerconf_0.1,R10PAC_OECD,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,1731.372646,1646.917972,1632.744811,1685.543475,1472.359606,1342.986385,1386.04036,1338.936951,1289.366362,1159.875443,1129.413895
Current policies,Max|Harmonized|MESSAGEix-GLOBIOM_1.1_EN_NPi kyoto extended|nz_all_GHG|cert_strongerconf_0.1,R10PAC_OECD,Emissions|F-Gases,Mt CO2-equiv/yr,14.48408272,14.67332631,15.15444212,10.56164862,8.423881443,23.06270227,23.11323927,23.07863374,20.65648358,19.3408086,18.2010241
Current policies,Max|Harmonized|MESSAGEix-GLOBIOM_1.1_EN_NPi kyoto extended|nz_all_GHG|cert_strongerconf_0.1,R10PAC_OECD,Emissions|N2O,kt N2O/yr,288.5660937,288.015104,289.2695599,292.8373686,285.5532513,275.3182686,252.4008099,236.7385848,208.5853949,178.7759631,162.759892
Current policies,Max|Harmonized|MESSAGEix-GLOBIOM_1.1_EN_NPi kyoto extended|nz_all_GHG|cert_strongerconf_0.1,R10REF_ECON,Emissions|CH4,Mt CH4/yr,25.29448185,26.46132591,26.45203908,23.96477228,20.92489543,18.51300086,14.1902979,12.77620534,10.84297997,9.079052874,7.33833993
Current policies,Max|Harmonized|MESSAGEix-GLOBIOM_1.1_EN_NPi kyoto extended|nz_all_GHG|cert_strongerconf_0.1,R10REF_ECON,Emissions|CO2|AFOLU,Mt CO2/yr,58.07486667,41.99286667,37.97236667,-34.61369299,-113.525903,-187.6432818,-251.9919943,-323.5437589,-388.4895623,-415.0219075,-418.956141
Current policies,Max|Harmonized|MESSAGEix-GLOBIOM_1.1_EN_NPi kyoto extended|nz_all_GHG|cert_strongerconf_0.1,R10REF_ECON,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,2486.12406,2554.344162,2514.045463,2525.866302,2555.131333,2848.582359,3137.043966,3297.460342,3295.290159,3321.648185,3525.893137
Current policies,Max|Harmonized|MESSAGEix-GLOBIOM_1.1_EN_NPi kyoto extended|nz_all_GHG|cert_strongerconf_0.1,R10REF_ECON,Emissions|F-Gases,Mt CO2-equiv/yr,67.35192248,69.42633116,72.1840619,46.22260639,34.77100597,24.25682985,25.39788474,26.84652294,24.98660481,24.33639615,23.89513624
Current policies,Max|Harmonized|MESSAGEix-GLOBIOM_1.1_EN_NPi kyoto extended|nz_all_GHG|cert_strongerconf_0.1,R10REF_ECON,Emissions|N2O,kt N2O/yr,498.2890601,519.8793456,526.6234404,522.4181675,495.6455394,457.2893081,435.3366643,424.1810278,392.4188771,353.2359461,330.8460924
Current policies,Max|Harmonized|MESSAGEix-GLOBIOM_1.1_EN_NPi kyoto extended|nz_all_GHG|cert_strongerconf_0.1,R10REST_ASIA,Emissions|CH4,Mt CH4/yr,33.03995247,35.43352119,35.59866493,36.07866271,32.54086004,28.26830595,24.17048788,20.87610266,16.68517751,11.77284374,8.581624264
Current policies,Max|Harmonized|MESSAGEix-GLOBIOM_1.1_EN_NPi kyoto extended|nz_all_GHG|cert_strongerconf_0.1,R10REST_ASIA,Emissions|CO2|AFOLU,Mt CO2/yr,1335.7344,1265.773227,1248.282933,806.2690441,588.4264605,434.1299816,329.32005,141.8477119,-116.2114214,-400.6544561,-599.0420049
